CustomerID,LastPurchaseDate,TotalOrders,TotalRevenue,DaysSinceLastPurchase,Churn
12400.0,2010-10-21 13:45:00,1,205.25,49,0
12402.0,2010-11-12 09:50:00,6,1018.55,27,0
12403.0,2010-07-06 11:39:00,1,591.6600000000001,156,1
12404.0,2010-01-26 16:25:00,1,63.24,317,1
12406.0,2010-11-16 11:55:00,4,2791.46,23,0
12408.0,2010-11-25 14:23:00,5,1437.07,14,0
12409.0,2010-10-15 10:24:00,6,12033.539999999999,55,0
12410.0,2010-07-25 13:26:00,1,320.38,137,1
12411.0,2010-10-26 09:25:00,1,346.9,44,0
12412.0,2010-11-02 17:02:00,5,1354.15,37,0
12413.0,2010-11-02 13:26:00,1,241.35,37,0
12414.0,2010-09-02 13:53:00,5,130.0,98,1
12415.0,2010-11-29 15:07:00,7,19543.84,10,0
12416.0,2010-02-21 10:19:00,1,202.56,291,1
12417.0,2010-11-03 13:15:00,15,3129.41,36,0
12418.0,2010-10-22 10:29:00,4,1348.37,48,0
12419.0,2010-11-19 10:04:00,2,503.01,20,0
12421.0,2010-10-20 14:28:00,3,286.56,50,0
12422.0,2010-11-10 13:19:00,18,3315.79,29,0
12423.0,2010-11-17 11:33:00,2,763.08,22,0
12424.0,2010-10-13 10:29:00,5,1528.82,57,0
12425.0,2010-10-05 14:50:00,2,903.61,65,0
12426.0,2010-03-03 11:22:00,2,728.6800000000001,281,1
12427.0,2010-12-03 10:44:00,1,303.5,6,0
12429.0,2010-12-09 12:05:00,6,3685.11,0,0
12431.0,2010-12-01 10:03:00,16,4303.02,8,0
12433.0,2010-12-08 16:49:00,6,7052.99,1,0
12434.0,2010-11-23 13:38:00,1,297.29,16,0
12435.0,2010-11-08 10:07:00,4,6096.04,31,0
12437.0,2010-11-11 19:12:00,28,7498.19,28,0
12439.0,2010-01-26 12:11:00,3,1104.48,317,1
12440.0,2010-09-08 15:57:00,3,768.15,92,1
12441.0,2010-12-08 10:45:00,1,173.55,1,0
12443.0,2009-12-07 15:42:00,1,485.31,367,1
12445.0,2010-11-04 18:11:00,2,293.08000000000004,35,0
12449.0,2010-10-25 12:21:00,2,768.6,45,0
12450.0,2010-11-05 16:27:00,5,469.07,34,0
12451.0,2010-09-02 15:38:00,4,3613.0099999999998,98,1
12454.0,2010-11-09 10:09:00,7,4292.71,30,0
12455.0,2010-09-20 14:39:00,4,3413.09,80,0
12457.0,2010-10-18 13:52:00,2,554.53,52,0
12458.0,2010-10-08 11:36:00,2,830.09,62,0
12459.0,2010-04-13 14:53:00,1,454.36,240,1
12460.0,2010-09-09 13:51:00,1,326.65,91,1
12466.0,2010-01-26 16:26:00,1,56.73,317,1
12467.0,2010-11-18 15:53:00,2,0.0,21,0
12468.0,2010-10-05 19:05:00,7,2900.5099999999998,65,0
12469.0,2010-07-05 12:40:00,2,3070.54,157,1
12470.0,2010-01-19 11:01:00,1,211.95,324,1
12471.0,2010-12-02 10:37:00,81,19207.69,7,0
12472.0,2010-12-05 14:19:00,26,10727.21,4,0
12474.0,2010-12-06 12:00:00,25,4849.98,3,0
12475.0,2010-10-26 08:49:00,1,426.26,44,0
12476.0,2010-11-30 11:49:00,18,7169.04,9,0
12477.0,2010-11-05 09:35:00,3,7056.63,34,0
12480.0,2010-11-05 15:08:00,4,2153.4700000000003,34,0
12481.0,2010-12-09 10:13:00,8,6626.17,0,0
12482.0,2010-09-16 12:20:00,32,21893.53,84,0
12483.0,2010-11-26 12:35:00,14,2519.7400000000002,13,0
12484.0,2010-08-19 12:08:00,8,1808.58,112,1
12485.0,2010-06-28 15:22:00,1,708.1,164,1
12486.0,2010-10-04 12:14:00,1,1037.28,66,0
12487.0,2009-12-09 11:36:00,2,259.79999999999995,365,1
12490.0,2010-11-26 14:16:00,12,4400.71,13,0
12492.0,2010-11-01 14:58:00,1,452.0,38,0
12494.0,2010-12-09 11:31:00,5,604.17,0,0
12495.0,2010-03-15 10:20:00,2,323.4,269,1
12496.0,2010-03-29 14:06:00,2,54.09,255,1
12497.0,2010-11-04 12:31:00,3,5168.650000000001,35,0
12499.0,2010-05-28 15:12:00,1,393.72,195,1
12500.0,2010-09-30 18:45:00,12,1666.04,70,0
12503.0,2010-05-04 13:59:00,1,1126.0,219,1
12504.0,2010-10-18 15:09:00,2,297.0,52,0
12505.0,2010-11-11 17:54:00,2,912.5,28,0
12507.0,2010-05-04 09:23:00,1,539.25,219,1
12510.0,2010-09-06 14:27:00,14,2706.76,94,1
12511.0,2010-10-21 10:58:00,2,3065.77,49,0
12514.0,2010-03-08 12:18:00,1,580.08,276,1
12516.0,2010-10-05 09:43:00,2,1336.56,65,0
12519.0,2010-09-01 14:40:00,2,354.35,99,1
12523.0,2010-11-30 12:31:00,17,2475.28,9,0
12524.0,2010-11-16 09:08:00,10,6605.64,23,0
12525.0,2010-08-05 18:09:00,8,835.1800000000001,126,1
12527.0,2010-08-02 12:23:00,2,386.8,129,1
12529.0,2010-07-05 09:35:00,2,311.78000000000003,157,1
12530.0,2010-10-26 18:35:00,7,2066.23,44,0
12531.0,2010-01-28 10:43:00,2,1773.83,315,1
12533.0,2010-03-31 10:24:00,6,1149.99,253,1
12537.0,2010-10-27 08:36:00,1,732.94,43,0
12538.0,2010-11-26 13:02:00,1,276.5,13,0
12539.0,2010-09-15 09:50:00,3,5646.400000000001,85,0
12540.0,2010-11-26 10:43:00,17,8798.25,13,0
12542.0,2010-08-12 19:12:00,4,423.38,119,1
12543.0,2010-09-17 15:51:00,1,980.25,83,0
12547.0,2010-07-27 13:55:00,1,175.78,135,1
12549.0,2010-05-13 12:05:00,6,1575.68,210,1
12553.0,2010-11-19 12:18:00,3,896.57,20,0
12554.0,2010-09-17 12:29:00,1,468.5,83,0
12555.0,2010-01-26 16:26:00,1,129.23,317,1
12557.0,2010-12-03 12:20:00,4,6725.18,6,0
12562.0,2010-11-19 09:35:00,2,1185.18,20,0
12563.0,2010-10-27 09:52:00,1,249.24,43,0
12567.0,2010-12-07 10:36:00,8,4278.88,2,0
12568.0,2010-03-05 09:15:00,1,70.0,279,1
12570.0,2010-01-26 17:28:00,1,77.52,317,1
12573.0,2010-11-23 13:01:00,4,556.87,16,0
12575.0,2010-09-08 13:09:00,2,622.8199999999999,92,1
12576.0,2010-11-12 12:44:00,5,776.89,27,0
12577.0,2010-11-23 14:06:00,5,995.9499999999999,16,0
12578.0,2010-11-19 17:21:00,3,1819.0900000000001,20,0
12580.0,2010-05-12 11:45:00,1,637.2,211,1
12582.0,2010-10-13 10:52:00,2,1469.04,57,0
12583.0,2010-12-01 08:45:00,14,7157.5599999999995,8,0
12586.0,2010-12-06 09:31:00,4,1848.73,3,0
12588.0,2010-11-05 12:53:00,4,724.08,34,0
12589.0,2010-10-21 18:41:00,9,2447.49,49,0
12590.0,2010-07-26 13:06:00,2,-7.9,136,1
12591.0,2010-11-14 14:32:00,2,899.3,25,0
12592.0,2010-07-08 14:26:00,6,715.02,154,1
12594.0,2010-11-26 12:17:00,6,1724.29,13,0
12595.0,2010-07-23 09:10:00,1,299.02,139,1
12598.0,2010-09-30 12:36:00,6,1411.99,70,0
12599.0,2010-11-23 15:49:00,6,1264.14,16,0
12600.0,2010-12-03 12:57:00,16,2374.75,6,0
12601.0,2010-10-31 10:57:00,1,104.19999999999999,39,0
12605.0,2010-12-09 15:41:00,5,1225.45,0,0
12606.0,2010-01-26 16:23:00,1,21.0,317,1
12608.0,2010-10-31 10:49:00,1,415.79,39,0
12609.0,2010-11-30 14:48:00,7,2291.01,9,0
12613.0,2010-11-16 17:17:00,7,3372.54,23,0
12615.0,2010-10-22 09:45:00,7,3273.69,48,0
12616.0,2010-11-22 12:13:00,2,388.1,17,0
12619.0,2010-05-28 12:52:00,1,140.14,195,1
12621.0,2010-12-09 10:16:00,22,10967.24,0,0
12623.0,2010-10-19 09:35:00,8,3334.7400000000002,51,0
12625.0,2010-07-18 15:56:00,2,2481.06,144,1
12629.0,2010-11-19 09:18:00,2,1558.22,20,0
12631.0,2010-10-04 14:07:00,6,2811.77,66,0
12632.0,2010-07-07 09:39:00,4,738.88,155,1
12633.0,2010-11-22 13:09:00,5,3454.58,17,0
12634.0,2010-06-22 10:05:00,2,490.0,170,1
12635.0,2010-11-12 15:46:00,2,1241.23,27,0
12636.0,2009-12-01 09:55:00,1,141.0,373,1
12637.0,2010-11-26 13:50:00,4,2318.41,13,0
12638.0,2010-03-10 10:30:00,1,249.8,274,1
12639.0,2010-10-01 12:17:00,2,826.27,69,0
12643.0,2010-11-19 12:42:00,8,4536.26,20,0
12644.0,2010-10-05 10:23:00,5,1337.63,65,0
12645.0,2010-10-26 18:44:00,5,1743.72,44,0
12647.0,2010-12-07 12:28:00,35,14012.87,2,0
12648.0,2010-10-01 12:33:00,4,778.95,69,0
12649.0,2010-12-09 14:42:00,7,1634.99,0,0
12651.0,2010-11-26 11:58:00,4,251.29999999999998,13,0
12652.0,2010-10-01 15:16:00,1,97.05000000000001,69,0
12653.0,2010-07-01 09:56:00,1,1950.98,161,1
12655.0,2010-10-12 09:17:00,1,261.35,58,0
12656.0,2010-10-10 10:43:00,4,2338.06,60,0
12661.0,2010-09-29 16:46:00,1,162.0,71,0
12662.0,2010-12-01 13:04:00,11,3132.09,8,0
12663.0,2010-03-25 09:40:00,3,204.0,259,1
12664.0,2010-07-13 13:28:00,2,1188.16,149,1
12665.0,2010-10-18 11:34:00,3,239.7,52,0
12666.0,2010-11-10 16:40:00,1,1248.42,29,0
12668.0,2010-11-26 11:48:00,6,7637.53,13,0
12670.0,2010-11-19 10:05:00,2,764.24,20,0
12671.0,2010-04-12 16:30:00,1,2622.481,241,1
12672.0,2010-04-29 15:31:00,2,184.6,224,1
12673.0,2010-11-03 10:46:00,1,619.5,36,0
12675.0,2010-06-04 09:49:00,4,934.8,188,1
12676.0,2010-10-27 09:36:00,6,1441.7,43,0
12677.0,2010-06-02 14:30:00,3,389.3,190,1
12678.0,2010-11-29 09:55:00,10,16262.87,10,0
12681.0,2010-12-07 10:08:00,30,16874.17,2,0
12682.0,2010-12-09 14:49:00,24,11657.59,0,0
12683.0,2010-12-09 12:17:00,9,4197.51,0,0
12686.0,2010-12-03 09:51:00,1,89.14,6,0
12687.0,2010-08-16 12:12:00,2,2138.91,115,1
12691.0,2010-10-15 12:00:00,1,134.6,55,0
12692.0,2010-03-12 14:02:00,1,110.95,272,1
12693.0,2010-11-08 14:57:00,5,809.46,31,0
12694.0,2010-10-20 15:45:00,2,969.78,50,0
12695.0,2010-06-29 16:12:00,3,825.02,163,1
12696.0,2010-10-01 10:43:00,3,801.15,69,0
12698.0,2010-04-28 15:51:00,1,339.75,225,1
12699.0,2010-10-18 12:07:00,1,638.11,52,0
12701.0,2010-06-28 13:44:00,4,1648.7,164,1
12703.0,2010-03-16 13:22:00,5,617.48,268,1
12705.0,2010-11-30 14:39:00,8,4739.76,9,0
12706.0,2010-01-26 16:25:00,1,-91.89,317,1
12708.0,2010-12-06 10:43:00,15,2501.84,3,0
12709.0,2010-12-08 09:49:00,30,21018.51,1,0
12711.0,2010-04-07 11:59:00,2,1339.05,246,1
12712.0,2010-12-09 11:39:00,14,2738.03,0,0
12714.0,2010-11-16 18:10:00,7,9384.85,23,0
12717.0,2010-04-28 14:34:00,1,277.93,225,1
12720.0,2010-12-05 15:21:00,13,2334.6,4,0
12721.0,2010-12-09 10:14:00,4,1277.7,0,0
12724.0,2010-11-21 13:26:00,3,1286.11,18,0
12725.0,2010-12-03 15:45:00,4,2266.76,6,0
12726.0,2010-11-17 16:59:00,4,1405.5,22,0
12727.0,2010-09-23 10:45:00,3,1698.8300000000002,77,0
12728.0,2010-11-21 11:34:00,1,233.84,18,0
12730.0,2010-07-06 12:19:00,1,829.25,156,1
12731.0,2010-09-23 15:12:00,5,6879.8,77,0
12733.0,2010-11-15 13:56:00,5,1942.87,24,0
12734.0,2010-11-30 11:05:00,2,529.25,9,0
12737.0,2010-07-29 12:29:00,2,3710.5,133,1
12738.0,2010-12-02 18:27:00,1,155.35,7,0
12739.0,2010-11-19 09:42:00,2,1713.69,20,0
12741.0,2010-06-28 14:36:00,2,406.07,164,1
12742.0,2010-04-19 11:10:00,2,1185.02,234,1
12744.0,2010-09-06 10:24:00,4,4037.77,94,1
12745.0,2010-08-10 10:14:00,3,925.41,121,1
12746.0,2010-06-30 08:19:00,3,230.85000000000002,162,1
12747.0,2010-12-05 15:38:00,22,4968.58,4,0
12748.0,2010-12-09 13:22:00,159,20898.03,0,0
12749.0,2010-11-19 14:31:00,8,2460.29,20,0
12751.0,2010-09-21 12:49:00,1,268.27,79,0
12755.0,2010-12-09 10:44:00,19,4203.15,0,0
12758.0,2010-09-06 13:02:00,6,6987.41,94,1
12759.0,2010-11-18 19:14:00,5,3489.3,21,0
12760.0,2010-09-10 08:50:00,1,347.8,90,0
12761.0,2010-09-08 12:17:00,2,782.95,92,1
12763.0,2010-12-05 15:46:00,1,320.08,4,0
12765.0,2010-08-24 13:51:00,6,1404.58,107,1
12766.0,2010-12-08 13:53:00,5,3036.8,1,0
12767.0,2010-11-29 09:38:00,1,949.82,10,0
12768.0,2010-10-04 12:48:00,2,3.552713678800501e-15,66,0
12770.0,2010-11-05 09:37:00,6,1624.5,34,0
12771.0,2010-09-01 12:34:00,2,262.5,99,1
12773.0,2010-05-24 17:39:00,2,1.7763568394002505e-15,199,1
12774.0,2010-06-22 10:38:00,1,98.7,170,1
12775.0,2010-11-16 15:14:00,2,300.08,23,0
12776.0,2010-02-10 12:11:00,1,55.5,302,1
12777.0,2010-09-08 11:35:00,1,519.45,92,1
12778.0,2010-11-08 10:51:00,3,953.45,31,0
12779.0,2010-12-03 13:40:00,10,2538.06,6,0
12780.0,2010-04-20 09:40:00,1,337.4,233,1
12782.0,2010-11-30 11:37:00,8,2252.7200000000003,9,0
12784.0,2010-06-28 13:06:00,1,1230.33,164,1
12785.0,2010-06-22 12:16:00,3,773.6,170,1
12786.0,2010-04-09 12:12:00,1,728.5,244,1
12787.0,2010-10-22 15:19:00,2,395.52,48,0
12788.0,2010-09-02 14:21:00,4,444.9,98,1
12789.0,2010-07-15 12:43:00,2,181.5,147,1
12790.0,2010-10-28 18:19:00,2,238.53,42,0
12791.0,2010-12-01 11:27:00,8,585.15,8,0
12792.0,2010-06-23 10:49:00,2,413.34,169,1
12793.0,2010-12-03 15:14:00,2,471.85,6,0
12796.0,2010-03-21 15:49:00,1,381.0,263,1
12797.0,2010-12-09 10:55:00,4,531.28,0,0
12798.0,2010-10-14 12:27:00,1,1533.8899999999999,56,0
12799.0,2010-06-28 15:57:00,1,219.35,164,1
12800.0,2010-08-26 14:11:00,3,584.25,105,1
12801.0,2010-08-19 12:04:00,2,1031.87,112,1
12802.0,2010-09-23 10:23:00,7,1937.84,77,0
12803.0,2010-11-11 14:57:00,1,1092.81,28,0
12804.0,2010-08-31 11:58:00,2,327.02,100,1
12805.0,2010-11-23 12:27:00,4,1434.95,16,0
12806.0,2010-09-30 13:34:00,4,2878.96,70,0
12807.0,2010-11-22 09:16:00,3,269.95,17,0
12808.0,2010-12-06 10:27:00,3,422.45,3,0
12809.0,2010-06-04 09:53:00,6,1220.98,188,1
12810.0,2010-06-23 10:53:00,2,534.99,169,1
12811.0,2010-11-26 09:49:00,2,519.05,13,0
12813.0,2010-07-26 09:50:00,3,1687.8,136,1
12817.0,2010-11-05 08:28:00,2,524.94,34,0
12819.0,2010-09-07 15:20:00,1,540.52,93,1
12820.0,2010-11-07 14:26:00,9,1705.6,32,0
12821.0,2010-04-07 15:14:00,1,128.07999999999998,246,1
12823.0,2010-11-10 12:22:00,13,4742.0,29,0
12825.0,2010-07-06 13:56:00,2,518.63,156,1
12826.0,2010-12-09 15:21:00,8,1460.57,0,0
12829.0,2010-06-07 15:04:00,1,92.30000000000001,185,1
12831.0,2010-09-02 16:00:00,2,236.06,98,1
12835.0,2010-10-17 16:35:00,49,6018.67,53,0
12836.0,2010-11-15 16:22:00,13,3933.61,24,0
12837.0,2010-05-19 15:10:00,1,554.31,204,1
12838.0,2010-12-01 11:57:00,11,2692.9,8,0
12839.0,2010-12-07 15:48:00,16,4344.21,2,0
12840.0,2010-09-28 17:58:00,5,1299.6,72,0
12841.0,2010-12-05 12:15:00,18,3514.08,4,0
12842.0,2010-10-31 10:45:00,2,799.0,39,0
12843.0,2010-11-22 13:31:00,25,4664.85,17,0
12844.0,2010-09-23 16:23:00,2,322.64,77,0
12846.0,2010-01-26 16:29:00,1,15.58,317,1
12847.0,2010-11-17 12:44:00,1,765.36,22,0
12848.0,2010-02-02 12:45:00,1,208.0,310,1
12849.0,2010-11-23 11:41:00,4,2039.67,16,0
12850.0,2010-09-20 12:26:00,1,330.0,80,0
12851.0,2010-08-19 15:13:00,1,148.95,112,1
12853.0,2010-10-14 11:59:00,7,1846.8,56,0
12854.0,2010-05-27 16:54:00,6,1633.22,196,1
12855.0,2010-12-02 09:37:00,4,612.84,7,0
12857.0,2010-09-29 16:49:00,5,2577.85,71,0
12858.0,2010-11-21 12:55:00,2,151.73,18,0
12859.0,2010-09-07 12:20:00,1,575.1,93,1
12860.0,2010-01-15 15:22:00,1,55.47,328,1
12861.0,2010-03-30 11:39:00,1,68.25,254,1
12862.0,2010-10-10 11:47:00,2,1008.3199999999999,60,0
12863.0,2010-11-25 17:47:00,5,2271.35,14,0
12864.0,2010-07-19 17:22:00,1,152.45,143,1
12865.0,2010-11-26 15:37:00,2,1755.24,13,0
12866.0,2010-08-22 15:48:00,2,668.23,109,1
12867.0,2010-11-07 15:31:00,6,3876.47,32,0
12868.0,2010-12-01 12:50:00,3,640.0,8,0
12869.0,2010-01-27 12:10:00,1,337.66999999999996,316,1
12870.0,2010-12-08 14:27:00,4,1662.05,1,0
12871.0,2010-09-26 10:34:00,1,363.38,74,0
12872.0,2010-12-09 14:44:00,12,3078.37,0,0
12873.0,2010-11-07 11:15:00,2,1653.3,32,0
12874.0,2010-11-19 15:23:00,3,933.42,20,0
12875.0,2010-08-25 14:35:00,3,1013.76,106,1
12876.0,2010-11-10 12:21:00,3,1850.5700000000002,29,0
12877.0,2010-11-03 13:53:00,8,1419.4,36,0
12880.0,2010-11-23 10:50:00,2,640.13,16,0
12887.0,2010-11-21 11:18:00,1,222.4,18,0
12889.0,2010-11-23 16:08:00,6,365.66,16,0
12890.0,2010-11-17 14:06:00,1,336.8,22,0
12891.0,2010-09-07 15:31:00,9,488.5,93,1
12892.0,2010-11-08 09:51:00,1,263.38,31,0
12894.0,2010-05-13 14:47:00,1,157.35,210,1
12896.0,2009-12-09 09:28:00,1,-29.75,365,1
12897.0,2010-11-23 13:29:00,2,297.75,16,0
12898.0,2010-09-02 08:08:00,2,310.96000000000004,98,1
12899.0,2010-10-22 09:53:00,1,366.4,48,0
12900.0,2010-10-13 15:17:00,1,340.33,57,0
12903.0,2010-10-07 12:39:00,1,833.53,63,0
12905.0,2010-05-12 10:05:00,3,1011.82,211,1
12907.0,2010-11-09 12:08:00,3,440.36,30,0
12908.0,2010-11-24 09:29:00,3,1026.0,15,0
12909.0,2010-10-13 12:08:00,5,905.94,57,0
12910.0,2010-11-25 12:27:00,6,2671.98,14,0
12911.0,2010-06-06 12:13:00,1,1680.47,186,1
12913.0,2010-12-06 16:36:00,9,4217.2300000000005,3,0
12914.0,2010-11-04 12:28:00,1,223.98,35,0
12915.0,2010-12-02 12:33:00,7,721.2,7,0
12916.0,2010-09-23 11:57:00,3,1647.87,77,0
12917.0,2010-11-04 15:56:00,7,3735.5,35,0
12918.0,2010-03-23 15:24:00,3,-10953.5,261,1
12920.0,2010-05-17 12:57:00,3,323.86,206,1
12921.0,2010-12-08 10:14:00,55,18249.71,1,0
12923.0,2010-11-14 13:16:00,2,612.9,25,0
12924.0,2010-11-12 08:50:00,9,1493.2,27,0
12925.0,2010-04-26 10:32:00,1,35.28,227,1
12926.0,2010-10-24 15:57:00,4,1548.46,46,0
12927.0,2010-11-10 10:02:00,1,197.31,29,0
12928.0,2010-11-26 15:53:00,7,2242.19,13,0
12931.0,2010-11-24 10:09:00,51,37836.86,15,0
12932.0,2010-06-18 14:22:00,8,1698.56,174,1
12933.0,2010-11-24 17:11:00,7,1021.0,15,0
12934.0,2009-12-03 10:51:00,1,181.65,371,1
12935.0,2010-11-30 14:12:00,11,2025.56,9,0
12937.0,2010-09-02 16:01:00,5,1593.34,98,1
12939.0,2010-11-25 14:50:00,12,13683.0,14,0
12941.0,2009-12-15 13:12:00,1,377.49,359,1
12942.0,2010-12-09 09:34:00,1,258.75,0,0
12943.0,2010-11-11 18:25:00,3,492.75,28,0
12945.0,2010-02-21 15:18:00,1,437.16,291,1
12946.0,2010-09-29 10:14:00,1,324.45,71,0
12947.0,2010-12-01 16:21:00,1,304.04,8,0
12948.0,2009-12-09 11:46:00,2,252.48000000000002,365,1
12949.0,2010-11-22 15:45:00,18,11247.98,17,0
12951.0,2010-11-30 11:08:00,12,2122.35,9,0
12953.0,2010-07-05 13:37:00,1,498.96000000000004,157,1
12954.0,2010-03-11 10:16:00,1,162.45,273,1
12956.0,2010-01-24 10:33:00,3,413.82,319,1
12957.0,2010-06-16 08:55:00,9,4649.38,176,1
12958.0,2010-11-04 16:16:00,2,539.49,35,0
12959.0,2010-08-12 17:20:00,2,133.35,119,1
12960.0,2010-10-22 09:31:00,4,1322.07,48,0
12961.0,2010-11-25 16:44:00,1,211.99,14,0
12963.0,2010-12-09 09:14:00,6,1671.76,0,0
12964.0,2010-09-28 17:47:00,1,132.24,72,0
12967.0,2010-12-03 09:49:00,2,2646.02,6,0
12969.0,2010-04-16 10:50:00,1,122.45,237,1
12970.0,2010-11-24 13:08:00,6,1072.73,15,0
12971.0,2010-12-08 16:21:00,34,4552.4800000000005,1,0
12972.0,2010-10-22 08:41:00,6,1115.95,48,0
12973.0,2010-10-22 10:14:00,1,385.55,48,0
12974.0,2010-05-23 11:45:00,1,264.15,200,1
12975.0,2010-10-05 19:03:00,8,1993.99,65,0
12976.0,2010-11-26 14:51:00,7,2417.7799999999997,13,0
12977.0,2010-07-26 12:34:00,3,478.39,136,1
12978.0,2010-11-19 14:29:00,6,2496.07,20,0
12979.0,2009-12-10 15:57:00,2,479.53999999999996,364,1
12980.0,2010-11-25 16:13:00,14,8817.33,14,0
12982.0,2010-11-16 16:51:00,15,2184.92,23,0
12983.0,2010-04-20 12:58:00,1,490.08000000000004,233,1
12986.0,2010-11-02 11:01:00,12,1991.5900000000001,37,0
12987.0,2010-10-15 13:48:00,3,753.51,55,0
12989.0,2010-10-11 12:36:00,20,5992.29,59,0
12990.0,2010-10-18 08:56:00,4,546.0,52,0
12991.0,2010-11-15 13:43:00,1,261.06,24,0
12992.0,2009-12-14 16:46:00,1,93.35000000000001,360,1
12993.0,2010-10-12 18:30:00,6,776.5,58,0
12996.0,2010-11-29 09:27:00,1,355.5,10,0
12997.0,2010-11-16 11:55:00,9,867.1700000000001,23,0
12998.0,2010-08-04 08:05:00,4,897.38,127,1
13000.0,2010-05-18 09:33:00,2,430.15000000000003,205,1
13001.0,2010-10-31 13:14:00,22,14338.130000000001,39,0
13002.0,2010-10-19 12:23:00,2,293.18,51,0
13004.0,2010-11-18 19:08:00,24,5530.56,21,0
13005.0,2010-10-08 14:22:00,3,466.08,62,0
13007.0,2010-05-09 10:38:00,1,175.25,214,1
13008.0,2010-11-07 10:34:00,5,364.81,32,0
13009.0,2010-02-05 12:22:00,1,234.0,307,1
13010.0,2010-11-30 15:09:00,2,330.12,9,0
13011.0,2010-12-02 17:22:00,1,50.550000000000004,7,0
13012.0,2010-10-06 10:40:00,4,1279.56,64,0
13013.0,2010-12-03 12:29:00,18,7814.83,6,0
13014.0,2010-10-08 13:21:00,2,1855.4,62,0
13015.0,2010-10-07 17:21:00,9,3119.44,63,0
13018.0,2010-11-03 13:31:00,8,2470.06,36,0
13019.0,2010-11-25 14:56:00,8,1212.95,14,0
13020.0,2010-06-09 15:54:00,5,606.96,183,1
13021.0,2010-12-09 14:12:00,13,2201.98,0,0
13022.0,2010-10-06 10:50:00,1,65.3,64,0
13023.0,2010-06-29 09:52:00,1,759.13,163,1
13024.0,2010-09-01 14:55:00,3,535.42,99,1
13025.0,2009-12-08 10:02:00,1,323.39,366,1
13026.0,2010-08-08 10:43:00,5,753.97,123,1
13027.0,2010-11-19 15:51:00,17,10236.0,20,0
13029.0,2010-11-30 08:59:00,2,679.8,9,0
13030.0,2010-12-06 14:31:00,1,427.74,3,0
13031.0,2010-10-28 15:34:00,5,3419.27,42,0
13032.0,2010-11-12 12:49:00,8,1821.07,27,0
13033.0,2010-10-06 09:37:00,1,30.0,64,0
13034.0,2010-12-05 14:52:00,2,279.91,4,0
13035.0,2010-10-04 15:41:00,1,442.32,66,0
13036.0,2010-01-24 11:35:00,1,307.1,319,1
13037.0,2010-11-05 10:39:00,13,2961.48,34,0
13039.0,2010-05-04 16:45:00,4,1010.73,219,1
13041.0,2010-09-15 11:44:00,4,799.13,85,0
13042.0,2010-05-04 13:10:00,4,1522.79,219,1
13044.0,2010-08-04 16:27:00,12,4263.7300000000005,127,1
13045.0,2010-11-03 12:49:00,2,503.64,36,0
13046.0,2010-09-09 13:09:00,1,319.94,91,1
13047.0,2010-12-01 08:35:00,27,5387.62,8,0
13048.0,2010-09-29 13:49:00,8,2229.25,71,0
13049.0,2010-11-15 14:44:00,3,727.46,24,0
13050.0,2010-12-08 09:30:00,30,6137.83,1,0
